rep	T	lambda	imse_raw_1	imse_raw_2	imse_bc_1	imse_bc_2	pw_025_1	pw_025_2	pw_050_1	pw_050_2	pw_075_1	pw_075_2	scb_1	scb_2	scb_w_1	scb_w_2	se_mid_1	se_mid_2	theta_mid_1	theta_mid_2
365	400	0.01117953	0.11796396	0.0081632821	0.096119696	0.0092886183	1	1	1	1	1	1	1	1	1.3058368	0.64787339	0.19631238	0.17321802	0.58734672	0.92035918
366	400	0.0092461845	0.052358628	0.010172333	0.030992715	0.018804877	1	1	1	0	1	1	1	1	1.1507713	0.66021842	0.20307118	0.12569817	0.60955407	1.264056
367	400	0.01117953	0.17822562	0.012081371	0.12847361	0.016045846	1	1	1	1	1	1	1	1	1.3279708	0.65048564	0.22976322	0.12822812	0.91276646	1.0819023
368	400	0.0063247097	0.021611745	0.0047059765	0.017704721	0.0089507407	1	1	1	1	1	1	1	1	1.2456476	0.68131163	0.21643482	0.15162287	0.53303309	1.1501649
369	400	0.013517131	0.073176288	0.013772709	0.041929409	0.015932292	1	1	1	1	1	1	1	1	1.085932	0.72654504	0.19941217	0.14892593	0.53572388	0.74001397
370	400	0.013517131	0.062825781	0.014078915	0.10615521	0.019305991	0	1	1	1	1	1	0	0	1.2043832	0.71934605	0.2096363	0.14370679	0.46667549	1.1637828
371	400	0.0092461845	0.09673284	0.016921233	0.087793182	0.018396996	1	1	1	1	0	1	1	1	1.1649217	0.70802211	0.1613592	0.13009509	0.82222599	1.025675
372	400	0.016343516	0.065964451	0.0067247996	0.055297613	0.0080426207	1	1	1	1	1	1	1	1	1.0014252	0.5683482	0.19109336	0.13619765	0.78036851	1.0564449
373	400	0.00432632	0.045099299	0.019823589	0.046803376	0.023675824	1	1	1	1	1	1	1	1	1.4457396	0.78907929	0.21086661	0.14008806	0.4380804	0.85432325
374	400	0.016343516	0.089250189	0.011810083	0.097212783	0.015885519	0	1	0	1	1	1	1	1	1.1772894	0.61639003	0.17598967	0.10290652	0.98245359	0.99701609
375	400	0.013517131	0.022727996	0.0049889931	0.031601235	0.0058449813	1	1	1	1	1	1	1	1	1.0538475	0.61703742	0.16350675	0.10520001	0.48048708	0.99156382
376	400	0.0092461845	0.068864754	0.010546071	0.047040181	0.012221138	1	1	1	1	1	1	1	1	1.1938191	0.65156313	0.2387977	0.11222307	0.52032282	0.7876148
377	400	0.013517131	0.075923578	0.0066491144	0.07722065	0.010101099	1	0	1	1	0	1	1	1	1.0707717	0.5511516	0.15458246	0.11951763	0.67248635	0.88144522
378	400	0.0063247097	0.12289551	0.0085632489	0.090531134	0.01620986	1	1	1	0	1	1	1	1	1.4872064	0.73481585	0.25605407	0.13229898	0.76099638	1.2598718
379	400	0.016343516	0.080721804	0.005123634	0.085437058	0.0083318618	0	1	1	1	0	1	1	1	1.1694639	0.61517832	0.19033645	0.14156949	0.52129403	0.89610712
380	400	0.0092461845	0.062987508	0.004149951	0.041312375	0.0054618487	0	1	1	1	1	1	1	1	1.1618653	0.63414915	0.21053315	0.12954586	0.58190823	0.88771464
